num_hours,date,name,counts,trend_name_raw,trend_name_clean,trend_name_clean_no_hash,trend_name_clean_no_dollar,trend_name_alnum,trend_name_token_count,trend_name_char_count,is_blank_raw,is_hashtag,has_special_chars,has_non_ascii,has_url_like,normalized_key_with_hash,normalized_key_no_hash,normalized_key_no_dollar,normalized_date
3,2024-04-04,Ten Hag,55789.0,Ten Hag,ten hag,ten hag,ten hag,ten hag,2,7,False,False,False,False,False,ten hag,ten hag,ten hag,2024-04-04
2,2024-04-04,App Store,51622.0,App Store,app store,app store,app store,app store,2,9,False,False,False,False,False,app store,app store,app store,2024-04-04
8,2024-04-04,Yuji,50071.0,Yuji,yuji,yuji,yuji,yuji,1,4,False,False,False,False,False,yuji,yuji,yuji,2024-04-04
11,2024-04-04,#AEWDynamite,49012.0,#AEWDynamite,#aewdynamite,aewdynamite,aewdynamite,aewdynamite,1,11,False,True,True,False,False,#aewdynamite,aewdynamite,aewdynamite,2024-04-04
2,2024-04-04,Mac Allister,46493.0,Mac Allister,mac allister,mac allister,mac allister,mac allister,2,12,False,False,False,False,False,mac allister,mac allister,mac allister,2024-04-04
4,2024-04-04,Maker,43767.0,Maker,maker,maker,maker,maker,1,5,False,False,False,False,False,maker,maker,maker,2024-04-04
2,2024-04-04,Mets,40761.0,Mets,mets,mets,mets,mets,1,4,False,False,False,False,False,mets,mets,mets,2024-04-04
3,2024-04-04,Maki,37016.0,Maki,maki,maki,maki,maki,1,4,False,False,False,False,False,maki,maki,maki,2024-04-04
4,2024-04-04,Bucks,36977.0,Bucks,bucks,bucks,bucks,bucks,1,5,False,False,False,False,False,bucks,bucks,bucks,2024-04-04
3,2024-04-04,Poch,32122.0,Poch,poch,poch,poch,poch,1,4,False,False,False,False,False,poch,poch,poch,2024-04-04
2,2024-04-04,Dalot,31380.0,Dalot,dalot,dalot,dalot,dalot,1,5,False,False,False,False,False,dalot,dalot,dalot,2024-04-04
6,2024-04-04,WWIII,31226.0,WWIII,wwiii,wwiii,wwiii,wwiii,1,5,False,False,False,False,False,wwiii,wwiii,wwiii,2024-04-04
6,2024-04-04,Good Thursday,29365.0,Good Thursday,good thursday,good thursday,good thursday,good thursday,2,13,False,False,False,False,False,good thursday,good thursday,good thursday,2024-04-04
17,2024-04-04,Karl Rove,29154.0,Karl Rove,karl rove,karl rove,karl rove,karl rove,2,9,False,False,False,False,False,karl rove,karl rove,karl rove,2024-04-04
2,2024-04-04,Venus,29077.0,Venus,venus,venus,venus,venus,1,5,False,False,False,False,False,venus,venus,venus,2024-04-04
6,2024-04-04,Oakland,27091.0,Oakland,oakland,oakland,oakland,oakland,1,7,False,False,False,False,False,oakland,oakland,oakland,2024-04-04
1,2024-04-04,Raymonte,26238.0,Raymonte,raymonte,raymonte,raymonte,raymonte,1,8,False,False,False,False,False,raymonte,raymonte,raymonte,2024-04-04
8,2024-04-04,Silver Surfer,26138.0,Silver Surfer,silver surfer,silver surfer,silver surfer,silver surfer,2,13,False,False,False,False,False,silver surfer,silver surfer,silver surfer,2024-04-04
3,2024-04-04,Caicedo,25622.0,Caicedo,caicedo,caicedo,caicedo,caicedo,1,7,False,False,False,False,False,caicedo,caicedo,caicedo,2024-04-04
2,2024-04-04,Incredible NFTs,24424.0,Incredible NFTs,incredible nfts,incredible nfts,incredible nfts,incredible nfts,2,15,False,False,False,False,False,incredible nfts,incredible nfts,incredible nfts,2024-04-04
4,2024-04-04,Devils,24247.0,Devils,devils,devils,devils,devils,1,6,False,False,False,False,False,devils,devils,devils,2024-04-04
3,2024-04-04,#JJKSpoilers,21778.0,#JJKSpoilers,#jjkspoilers,jjkspoilers,jjkspoilers,jjkspoilers,1,11,False,True,True,False,False,#jjkspoilers,jjkspoilers,jjkspoilers,2024-04-04
8,2024-04-04,Sacramento,21681.0,Sacramento,sacramento,sacramento,sacramento,sacramento,1,10,False,False,False,False,False,sacramento,sacramento,sacramento,2024-04-04
1,2024-04-04,Dominican,20716.0,Dominican,dominican,dominican,dominican,dominican,1,9,False,False,False,False,False,dominican,dominican,dominican,2024-04-04
4,2024-04-04,#TrumpTheDictator,19551.0,#TrumpTheDictator,#trumpthedictator,trumpthedictator,trumpthedictator,trumpthedictator,1,16,False,True,True,False,False,#trumpthedictator,trumpthedictator,trumpthedictator,2024-04-04
2,2024-04-04,Casemiro,18559.0,Casemiro,casemiro,casemiro,casemiro,casemiro,1,8,False,False,False,False,False,casemiro,casemiro,casemiro,2024-04-04
4,2024-04-04,Mendoza,17703.0,Mendoza,mendoza,mendoza,mendoza,mendoza,1,7,False,False,False,False,False,mendoza,mendoza,mendoza,2024-04-04
2,2024-04-04,Trent,17602.0,Trent,trent,trent,trent,trent,1,5,False,False,False,False,False,trent,trent,trent,2024-04-04
2,2024-04-04,#MHA419,17375.0,#MHA419,#mha419,mha419,mha419,mha419,1,6,False,True,True,False,False,#mha419,mha419,mha419,2024-04-04
5,2024-04-04,No Labels,17166.0,No Labels,no labels,no labels,no labels,no labels,2,9,False,False,False,False,False,no labels,no labels,no labels,2024-04-04
3,2024-04-04,#NODOWNTIME2024,16330.0,#NODOWNTIME2024,#nodowntime2024,nodowntime2024,nodowntime2024,nodowntime2024,1,14,False,True,True,False,False,#nodowntime2024,nodowntime2024,nodowntime2024,2024-04-04
10,2024-04-04,#thursdayvibes,15775.0,#thursdayvibes,#thursdayvibes,thursdayvibes,thursdayvibes,thursdayvibes,1,13,False,True,True,False,False,#thursdayvibes,thursdayvibes,thursdayvibes,2024-04-04
2,2024-04-04,Knicks,15685.0,Knicks,knicks,knicks,knicks,knicks,1,6,False,False,False,False,False,knicks,knicks,knicks,2024-04-04
10,2024-04-04,Dan Rather,15171.0,Dan Rather,dan rather,dan rather,dan rather,dan rather,2,10,False,False,False,False,False,dan rather,dan rather,dan rather,2024-04-04
5,2024-04-04,Aleska,14921.0,Aleska,aleska,aleska,aleska,aleska,1,6,False,False,False,False,False,aleska,aleska,aleska,2024-04-04
2,2024-04-04,Onana,13729.0,Onana,onana,onana,onana,onana,1,5,False,False,False,False,False,onana,onana,onana,2024-04-04
1,2024-04-04,#LIVSHU,13687.0,#LIVSHU,#livshu,livshu,livshu,livshu,1,6,False,True,True,False,False,#livshu,livshu,livshu,2024-04-04
2,2024-04-04,Jericho,13665.0,Jericho,jericho,jericho,jericho,jericho,1,7,False,False,False,False,False,jericho,jericho,jericho,2024-04-04
10,2024-04-04,Malachi Flynn,12554.0,Malachi Flynn,malachi flynn,malachi flynn,malachi flynn,malachi flynn,2,13,False,False,False,False,False,malachi flynn,malachi flynn,malachi flynn,2024-04-04
5,2024-04-04,Randle,11995.0,Randle,randle,randle,randle,randle,1,6,False,False,False,False,False,randle,randle,randle,2024-04-04
1,2024-04-04,Holmes,11895.0,Holmes,holmes,holmes,holmes,holmes,1,6,False,False,False,False,False,holmes,holmes,holmes,2024-04-04
1,2024-04-04,The Mets,11464.0,The Mets,the mets,the mets,the mets,the mets,2,8,False,False,False,False,False,the mets,the mets,the mets,2024-04-04
4,2024-04-04,#TalesOfTheEmpire,11319.0,#TalesOfTheEmpire,#talesoftheempire,talesoftheempire,talesoftheempire,talesoftheempire,1,16,False,True,True,False,False,#talesoftheempire,talesoftheempire,talesoftheempire,2024-04-04
1,2024-04-04,$bomeow,11249.0,$bomeow,$bomeow,$bomeow,bomeow,bomeow,1,7,False,False,True,False,False,$bomeow,$bomeow,bomeow,2024-04-04
2,2024-04-04,$BOMEOW,11220.0,$BOMEOW,$bomeow,$bomeow,bomeow,bomeow,1,7,False,False,True,False,False,$bomeow,$bomeow,bomeow,2024-04-04
5,2024-04-04,#Invincible,10791.0,#Invincible,#invincible,invincible,invincible,invincible,1,10,False,True,True,False,False,#invincible,invincible,invincible,2024-04-04
8,2024-04-04,Cavs,10589.0,Cavs,cavs,cavs,cavs,cavs,1,4,False,False,False,False,False,cavs,cavs,cavs,2024-04-04
1,2024-04-04,#MHASpoilers,9904.0,#MHASpoilers,#mhaspoilers,mhaspoilers,mhaspoilers,mhaspoilers,1,11,False,True,True,False,False,#mhaspoilers,mhaspoilers,mhaspoilers,2024-04-04
1,2024-04-04,Julia Garner,9813.0,Julia Garner,julia garner,julia garner,julia garner,julia garner,2,12,False,False,False,False,False,julia garner,julia garner,julia garner,2024-04-04
2,2024-04-04,$SSNC,9594.0,$SSNC,$ssnc,$ssnc,ssnc,ssnc,1,5,False,False,True,False,False,$ssnc,$ssnc,ssnc,2024-04-04
1,2024-04-04,Marlins,9080.0,Marlins,marlins,marlins,marlins,marlins,1,7,False,False,False,False,False,marlins,marlins,marlins,2024-04-04
7,2024-04-04,PONY UP,8947.0,PONY UP,pony up,pony up,pony up,pony up,2,7,False,False,False,False,False,pony up,pony up,pony up,2024-04-04
5,2024-04-04,Fantom,8910.0,Fantom,fantom,fantom,fantom,fantom,1,6,False,False,False,False,False,fantom,fantom,fantom,2024-04-04
5,2024-04-04,Adam Copeland,7840.0,Adam Copeland,adam copeland,adam copeland,adam copeland,adam copeland,2,13,False,False,False,False,False,adam copeland,adam copeland,adam copeland,2024-04-04
2,2024-04-04,Macca,7732.0,Macca,macca,macca,macca,macca,1,5,False,False,False,False,False,macca,macca,macca,2024-04-04
5,2024-04-04,Rempe,7226.0,Rempe,rempe,rempe,rempe,rempe,1,5,False,False,False,False,False,rempe,rempe,rempe,2024-04-04
5,2024-04-04,Grizzlies,6448.0,Grizzlies,grizzlies,grizzlies,grizzlies,grizzlies,1,9,False,False,False,False,False,grizzlies,grizzlies,grizzlies,2024-04-04
1,2024-04-04,Roseanne,6245.0,Roseanne,roseanne,roseanne,roseanne,roseanne,1,8,False,False,False,False,False,roseanne,roseanne,roseanne,2024-04-04
5,2024-04-04,#Survivor46,6048.0,#Survivor46,#survivor46,survivor46,survivor46,survivor46,1,10,False,True,True,False,False,#survivor46,survivor46,survivor46,2024-04-04
4,2024-04-04,#ThursdayMotivation,5951.0,#ThursdayMotivation,#thursdaymotivation,thursdaymotivation,thursdaymotivation,thursdaymotivation,1,18,False,True,True,False,False,#thursdaymotivation,thursdaymotivation,thursdaymotivation,2024-04-04
6,2024-04-04,Hellblade 2,5905.0,Hellblade 2,hellblade 2,hellblade 2,hellblade 2,hellblade 2,2,11,False,False,False,False,False,hellblade 2,hellblade 2,hellblade 2,2024-04-04
1,2024-04-04,#NJDevils,5848.0,#NJDevils,#njdevils,njdevils,njdevils,njdevils,1,8,False,True,True,False,False,#njdevils,njdevils,njdevils,2024-04-04
2,2024-04-04,Theta,5829.0,Theta,theta,theta,theta,theta,1,5,False,False,False,False,False,theta,theta,theta,2024-04-04
1,2024-04-04,Martin Luther King Jr.,5788.0,Martin Luther King Jr.,martin luther king jr,martin luther king jr,martin luther king jr,martin luther king jr,4,21,False,False,True,False,False,martin luther king jr,martin luther king jr,martin luther king jr,2024-04-04
3,2024-04-04,Hobbs,5439.0,Hobbs,hobbs,hobbs,hobbs,hobbs,1,5,False,False,False,False,False,hobbs,hobbs,hobbs,2024-04-04
2,2024-04-04,Lara Croft,5248.0,Lara Croft,lara croft,lara croft,lara croft,lara croft,2,10,False,False,False,False,False,lara croft,lara croft,lara croft,2024-04-04
3,2024-04-04,Yordan,5191.0,Yordan,yordan,yordan,yordan,yordan,1,6,False,False,False,False,False,yordan,yordan,yordan,2024-04-04
2,2024-04-04,#JBBSX,5169.0,#JBBSX,#jbbsx,jbbsx,jbbsx,jbbsx,1,5,False,True,True,False,False,#jbbsx,jbbsx,jbbsx,2024-04-04
5,2024-04-04,#thursdaymorning,4932.0,#thursdaymorning,#thursdaymorning,thursdaymorning,thursdaymorning,thursdaymorning,1,15,False,True,True,False,False,#thursdaymorning,thursdaymorning,thursdaymorning,2024-04-04
1,2024-04-04,She Diddy,4823.0,She Diddy,she diddy,she diddy,she diddy,she diddy,2,9,False,False,False,False,False,she diddy,she diddy,she diddy,2024-04-04
2,2024-04-04,Bobbi,4760.0,Bobbi,bobbi,bobbi,bobbi,bobbi,1,5,False,False,False,False,False,bobbi,bobbi,bobbi,2024-04-04
5,2024-04-04,30fps,4714.0,30fps,30fps,30fps,30fps,30fps,1,5,False,False,False,False,False,30fps,30fps,30fps,2024-04-04
3,2024-04-04,Kehlani,4686.0,Kehlani,kehlani,kehlani,kehlani,kehlani,1,7,False,False,False,False,False,kehlani,kehlani,kehlani,2024-04-04
5,2024-04-04,John Fisher,4665.0,John Fisher,john fisher,john fisher,john fisher,john fisher,2,11,False,False,False,False,False,john fisher,john fisher,john fisher,2024-04-04
1,2024-04-04,60fps,4654.0,60fps,60fps,60fps,60fps,60fps,1,5,False,False,False,False,False,60fps,60fps,60fps,2024-04-04
3,2024-04-04,Ospreay,4376.0,Ospreay,ospreay,ospreay,ospreay,ospreay,1,7,False,False,False,False,False,ospreay,ospreay,ospreay,2024-04-04
2,2024-04-04,Alpha Male,4271.0,Alpha Male,alpha male,alpha male,alpha male,alpha male,2,10,False,False,False,False,False,alpha male,alpha male,alpha male,2024-04-04
5,2024-04-04,Soler,4009.0,Soler,soler,soler,soler,soler,1,5,False,False,False,False,False,soler,soler,soler,2024-04-04
5,2024-04-04,#ThursdayThoughts,3987.0,#ThursdayThoughts,#thursdaythoughts,thursdaythoughts,thursdaythoughts,thursdaythoughts,1,16,False,True,True,False,False,#thursdaythoughts,thursdaythoughts,thursdaythoughts,2024-04-04
1,2024-04-04,dr. king,3899.0,dr. king,dr king,dr king,dr king,dr king,2,7,False,False,True,False,False,dr king,dr king,dr king,2024-04-04
1,2024-04-04,#jjkspoiler,3850.0,#jjkspoiler,#jjkspoiler,jjkspoiler,jjkspoiler,jjkspoiler,1,10,False,True,True,False,False,#jjkspoiler,jjkspoiler,jjkspoiler,2024-04-04
6,2024-04-04,#NickiTrivia,3806.0,#NickiTrivia,#nickitrivia,nickitrivia,nickitrivia,nickitrivia,1,11,False,True,True,False,False,#nickitrivia,nickitrivia,nickitrivia,2024-04-04
1,2024-04-04,Shalla-Bal,3751.0,Shalla-Bal,shalla bal,shalla bal,shalla bal,shalla bal,2,10,False,False,True,False,False,shalla bal,shalla bal,shalla bal,2024-04-04
4,2024-04-04,Jay White,3699.0,Jay White,jay white,jay white,jay white,jay white,2,9,False,False,False,False,False,jay white,jay white,jay white,2024-04-04
2,2024-04-04,FDUSD,3253.0,FDUSD,fdusd,fdusd,fdusd,fdusd,1,5,False,False,False,False,False,fdusd,fdusd,fdusd,2024-04-04
3,2024-04-04,Mantle,3187.0,Mantle,mantle,mantle,mantle,mantle,1,6,False,False,False,False,False,mantle,mantle,mantle,2024-04-04
4,2024-04-04,#404day,3047.0,#404day,#404day,404day,404day,404day,1,6,False,True,True,False,False,#404day,404day,404day,2024-04-04
6,2024-04-04,#TexasHockey,2984.0,#TexasHockey,#texashockey,texashockey,texashockey,texashockey,1,11,False,True,True,False,False,#texashockey,texashockey,texashockey,2024-04-04
4,2024-04-04,PEMDAS,2923.0,PEMDAS,pemdas,pemdas,pemdas,pemdas,1,6,False,False,False,False,False,pemdas,pemdas,pemdas,2024-04-04
2,2024-04-04,Barriss,2880.0,Barriss,barriss,barriss,barriss,barriss,1,7,False,False,False,False,False,barriss,barriss,barriss,2024-04-04
4,2024-04-04,Larue,2869.0,Larue,larue,larue,larue,larue,1,5,False,False,False,False,False,larue,larue,larue,2024-04-04
2,2024-04-04,#TheMaskedSinger,2802.0,#TheMaskedSinger,#themaskedsinger,themaskedsinger,themaskedsinger,themaskedsinger,1,15,False,True,True,False,False,#themaskedsinger,themaskedsinger,themaskedsinger,2024-04-04
2,2024-04-04,Sutter Health Park,2683.0,Sutter Health Park,sutter health park,sutter health park,sutter health park,sutter health park,3,18,False,False,False,False,False,sutter health park,sutter health park,sutter health park,2024-04-04
4,2024-04-04,NFL Network,2601.0,NFL Network,nfl network,nfl network,nfl network,nfl network,2,11,False,False,False,False,False,nfl network,nfl network,nfl network,2024-04-04
1,2024-04-04,#RepDetroit,2489.0,#RepDetroit,#repdetroit,repdetroit,repdetroit,repdetroit,1,10,False,True,True,False,False,#repdetroit,repdetroit,repdetroit,2024-04-04
4,2024-04-04,Monero,2294.0,Monero,monero,monero,monero,monero,1,6,False,False,False,False,False,monero,monero,monero,2024-04-04
4,2024-04-04,Happy 404,2273.0,Happy 404,happy 404,happy 404,happy 404,happy 404,2,9,False,False,False,False,False,happy 404,happy 404,happy 404,2024-04-04
5,2024-04-04,Dick Stroker,2129.0,Dick Stroker,dick stroker,dick stroker,dick stroker,dick stroker,2,12,False,False,False,False,False,dick stroker,dick stroker,dick stroker,2024-04-04
2,2024-04-04,Baty,2109.0,Baty,baty,baty,baty,baty,1,4,False,False,False,False,False,baty,baty,baty,2024-04-04
1,2024-04-04,Ozark,2086.0,Ozark,ozark,ozark,ozark,ozark,1,5,False,False,False,False,False,ozark,ozark,ozark,2024-04-04
1,2024-04-04,Galactus,1992.0,Galactus,galactus,galactus,galactus,galactus,1,8,False,False,False,False,False,galactus,galactus,galactus,2024-04-04
3,2024-04-04,Gilbert Arenas,1974.0,Gilbert Arenas,gilbert arenas,gilbert arenas,gilbert arenas,gilbert arenas,2,14,False,False,False,False,False,gilbert arenas,gilbert arenas,gilbert arenas,2024-04-04
1,2024-04-04,Julius Randle,1965.0,Julius Randle,julius randle,julius randle,julius randle,julius randle,2,13,False,False,False,False,False,julius randle,julius randle,julius randle,2024-04-04
1,2024-04-04,#MorningJoe,1883.0,#MorningJoe,#morningjoe,morningjoe,morningjoe,morningjoe,1,10,False,True,True,False,False,#morningjoe,morningjoe,morningjoe,2024-04-04
2,2024-04-04,Glasnow,1760.0,Glasnow,glasnow,glasnow,glasnow,glasnow,1,7,False,False,False,False,False,glasnow,glasnow,glasnow,2024-04-04
5,2024-04-04,Juan Williams,1692.0,Juan Williams,juan williams,juan williams,juan williams,juan williams,2,13,False,False,False,False,False,juan williams,juan williams,juan williams,2024-04-04
2,2024-04-04,Snow in April,1556.0,Snow in April,snow in april,snow in april,snow in april,snow in april,3,13,False,False,False,False,False,snow in april,snow in april,snow in april,2024-04-04
1,2024-04-04,Pete Alonso,1354.0,Pete Alonso,pete alonso,pete alonso,pete alonso,pete alonso,2,11,False,False,False,False,False,pete alonso,pete alonso,pete alonso,2024-04-04
2,2024-04-04,$CDOG,1282.0,$CDOG,$cdog,$cdog,cdog,cdog,1,5,False,False,True,False,False,$cdog,$cdog,cdog,2024-04-04
1,2024-04-04,#my600lblife,1269.0,#my600lblife,#my600lblife,my600lblife,my600lblife,my600lblife,1,11,False,True,True,False,False,#my600lblife,my600lblife,my600lblife,2024-04-04
1,2024-04-04,Lance Archer,1238.0,Lance Archer,lance archer,lance archer,lance archer,lance archer,2,12,False,False,False,False,False,lance archer,lance archer,lance archer,2024-04-04
1,2024-04-04,Cole Ragans,1186.0,Cole Ragans,cole ragans,cole ragans,cole ragans,cole ragans,2,11,False,False,False,False,False,cole ragans,cole ragans,cole ragans,2024-04-04
1,2024-04-04,#ChicagoPD,1142.0,#ChicagoPD,#chicagopd,chicagopd,chicagopd,chicagopd,1,9,False,True,True,False,False,#chicagopd,chicagopd,chicagopd,2024-04-04
1,2024-04-04,Agent 47,1122.0,Agent 47,agent 47,agent 47,agent 47,agent 47,2,8,False,False,False,False,False,agent 47,agent 47,agent 47,2024-04-04
1,2024-04-04,Billy Gunn,1120.0,Billy Gunn,billy gunn,billy gunn,billy gunn,billy gunn,2,10,False,False,False,False,False,billy gunn,billy gunn,billy gunn,2024-04-04
1,2024-04-04,$MCU,1118.0,$MCU,$mcu,$mcu,mcu,mcu,1,4,False,False,True,False,False,$mcu,$mcu,mcu,2024-04-04
1,2024-04-04,THORChain,1084.0,THORChain,thorchain,thorchain,thorchain,thorchain,1,9,False,False,False,False,False,thorchain,thorchain,thorchain,2024-04-04
1,2024-04-04,Tonkin,1048.0,Tonkin,tonkin,tonkin,tonkin,tonkin,1,6,False,False,False,False,False,tonkin,tonkin,tonkin,2024-04-04
1,2024-04-04,$WAL,1042.0,$WAL,$wal,$wal,wal,wal,1,4,False,False,True,False,False,$wal,$wal,wal,2024-04-04
9,2024-04-11,OJ Simpson,411359.0,OJ Simpson,oj simpson,oj simpson,oj simpson,oj simpson,2,10,False,False,False,False,False,oj simpson,oj simpson,oj simpson,2024-04-11
1,2024-04-11,Barca,309514.0,Barca,barca,barca,barca,barca,1,5,False,False,False,False,False,barca,barca,barca,2024-04-11
7,2024-04-11,FISA,256775.0,FISA,fisa,fisa,fisa,fisa,1,4,False,False,False,False,False,fisa,fisa,fisa,2024-04-11
1,2024-04-11,Cancer,251750.0,Cancer,cancer,cancer,cancer,cancer,1,6,False,False,False,False,False,cancer,cancer,cancer,2024-04-11
8,2024-04-11,Messi,216688.0,Messi,messi,messi,messi,messi,1,5,False,False,False,False,False,messi,messi,messi,2024-04-11
11,2024-04-11,Punk,205815.0,Punk,punk,punk,punk,punk,1,4,False,False,False,False,False,punk,punk,punk,2024-04-11
2,2024-04-11,Liverpool,196129.0,Liverpool,liverpool,liverpool,liverpool,liverpool,1,9,False,False,False,False,False,liverpool,liverpool,liverpool,2024-04-11
2,2024-04-11,GoDIN,145888.0,GoDIN,godin,godin,godin,godin,1,5,False,False,False,False,False,godin,godin,godin,2024-04-11
4,2024-04-11,$MAGE,129597.0,$MAGE,$mage,$mage,mage,mage,1,5,False,False,True,False,False,$mage,$mage,mage,2024-04-11
3,2024-04-11,$MSTAR,116741.0,$MSTAR,$mstar,$mstar,mstar,mstar,1,6,False,False,True,False,False,$mstar,$mstar,mstar,2024-04-11
6,2024-04-11,Tony,116295.0,Tony,tony,tony,tony,tony,1,4,False,False,False,False,False,tony,tony,tony,2024-04-11
8,2024-04-11,#XMen97,115079.0,#XMen97,#xmen97,xmen97,xmen97,xmen97,1,6,False,True,True,False,False,#xmen97,xmen97,xmen97,2024-04-11
1,2024-04-11,Dembele,114940.0,Dembele,dembele,dembele,dembele,dembele,1,7,False,False,False,False,False,dembele,dembele,dembele,2024-04-11
4,2024-04-11,Atalanta,107107.0,Atalanta,atalanta,atalanta,atalanta,atalanta,1,8,False,False,False,False,False,atalanta,atalanta,atalanta,2024-04-11
1,2024-04-11,CM Punk,99558.0,CM Punk,cm punk,cm punk,cm punk,cm punk,2,7,False,False,False,False,False,cm punk,cm punk,cm punk,2024-04-11
4,2024-04-11,Fallout,96861.0,Fallout,fallout,fallout,fallout,fallout,1,7,False,False,False,False,False,fallout,fallout,fallout,2024-04-11
3,2024-04-11,Tiger,94072.0,Tiger,tiger,tiger,tiger,tiger,1,5,False,False,False,False,False,tiger,tiger,tiger,2024-04-11
6,2024-04-11,Monterrey,77933.0,Monterrey,monterrey,monterrey,monterrey,monterrey,1,9,False,False,False,False,False,monterrey,monterrey,monterrey,2024-04-11
8,2024-04-11,#AEWDynamite,77020.0,#AEWDynamite,#aewdynamite,aewdynamite,aewdynamite,aewdynamite,1,11,False,True,True,False,False,#aewdynamite,aewdynamite,aewdynamite,2024-04-11
2,2024-04-11,#Reリベンジ,73479.0,#Reリベンジ,#reリベンジ,reリベンジ,reリベンジ,re,1,6,False,True,True,True,False,#reリベンジ,reリベンジ,reリベンジ,2024-04-11
3,2024-04-11,#SKZ_WHY,72566.0,#SKZ_WHY,#skz why,skz why,skz why,skz why,2,7,False,True,True,False,False,#skz why,skz why,skz why,2024-04-11
10,2024-04-11,Perry,69887.0,Perry,perry,perry,perry,perry,1,5,False,False,False,False,False,perry,perry,perry,2024-04-11
1,2024-04-11,Goodbye Twitter,63141.0,Goodbye Twitter,goodbye twitter,goodbye twitter,goodbye twitter,goodbye twitter,2,15,False,False,False,False,False,goodbye twitter,goodbye twitter,goodbye twitter,2024-04-11
2,2024-04-11,Luka,62093.0,Luka,luka,luka,luka,luka,1,4,False,False,False,False,False,luka,luka,luka,2024-04-11
3,2024-04-11,Klopp,56554.0,Klopp,klopp,klopp,klopp,klopp,1,5,False,False,False,False,False,klopp,klopp,klopp,2024-04-11
8,2024-04-11,Inter Miami,51623.0,Inter Miami,inter miami,inter miami,inter miami,inter miami,2,11,False,False,False,False,False,inter miami,inter miami,inter miami,2024-04-11
3,2024-04-11,Anfield,50956.0,Anfield,anfield,anfield,anfield,anfield,1,7,False,False,False,False,False,anfield,anfield,anfield,2024-04-11
6,2024-04-11,Ohtani,47605.0,Ohtani,ohtani,ohtani,ohtani,ohtani,1,6,False,False,False,False,False,ohtani,ohtani,ohtani,2024-04-11
11,2024-04-11,#themasters,46041.0,#themasters,#themasters,themasters,themasters,themasters,1,10,False,True,True,False,False,#themasters,themasters,themasters,2024-04-11
6,2024-04-11,Bruce,40493.0,Bruce,bruce,bruce,bruce,bruce,1,5,False,False,False,False,False,bruce,bruce,bruce,2024-04-11
2,2024-04-11,Leverkusen,40111.0,Leverkusen,leverkusen,leverkusen,leverkusen,leverkusen,1,10,False,False,False,False,False,leverkusen,leverkusen,leverkusen,2024-04-11
5,2024-04-11,The Juice,39286.0,The Juice,the juice,the juice,the juice,the juice,2,9,False,False,False,False,False,the juice,the juice,the juice,2024-04-11
3,2024-04-11,Norm,37711.0,Norm,norm,norm,norm,norm,1,4,False,False,False,False,False,norm,norm,norm,2024-04-11
3,2024-04-11,Chris Brown,37476.0,Chris Brown,chris brown,chris brown,chris brown,chris brown,2,11,False,False,False,False,False,chris brown,chris brown,chris brown,2024-04-11
6,2024-04-11,#GagCityBoston,36198.0,#GagCityBoston,#gagcityboston,gagcityboston,gagcityboston,gagcityboston,1,13,False,True,True,False,False,#gagcityboston,gagcityboston,gagcityboston,2024-04-11
14,2024-04-11,#NationalPetDay,35080.0,#NationalPetDay,#nationalpetday,nationalpetday,nationalpetday,nationalpetday,1,14,False,True,True,False,False,#nationalpetday,nationalpetday,nationalpetday,2024-04-11
3,2024-04-11,Jack Perry,32973.0,Jack Perry,jack perry,jack perry,jack perry,jack perry,2,10,False,False,False,False,False,jack perry,jack perry,jack perry,2024-04-11
3,2024-04-11,Denver,32649.0,Denver,denver,denver,denver,denver,1,6,False,False,False,False,False,denver,denver,denver,2024-04-11
1,2024-04-11,Boxes,31112.0,Boxes,boxes,boxes,boxes,boxes,1,5,False,False,False,False,False,boxes,boxes,boxes,2024-04-11
2,2024-04-11,Shohei,30614.0,Shohei,shohei,shohei,shohei,shohei,1,6,False,False,False,False,False,shohei,shohei,shohei,2024-04-11
1,2024-04-11,Jackson Holliday,30366.0,Jackson Holliday,jackson holliday,jackson holliday,jackson holliday,jackson holliday,2,16,False,False,False,False,False,jackson holliday,jackson holliday,jackson holliday,2024-04-11
7,2024-04-11,Nuggets,30037.0,Nuggets,nuggets,nuggets,nuggets,nuggets,1,7,False,False,False,False,False,nuggets,nuggets,nuggets,2024-04-11
4,2024-04-11,Royals,28992.0,Royals,royals,royals,royals,royals,1,6,False,False,False,False,False,royals,royals,royals,2024-04-11
7,2024-04-11,Ippei,27741.0,Ippei,ippei,ippei,ippei,ippei,1,5,False,False,False,False,False,ippei,ippei,ippei,2024-04-11
5,2024-04-11,Good Thursday,27536.0,Good Thursday,good thursday,good thursday,good thursday,good thursday,2,13,False,False,False,False,False,good thursday,good thursday,good thursday,2024-04-11
3,2024-04-11,#FilmCraftxOneconnection,27180.0,#FilmCraftxOneconnection,#filmcraftxoneconnection,filmcraftxoneconnection,filmcraftxoneconnection,filmcraftxoneconnection,1,23,False,True,True,False,False,#filmcraftxoneconnection,filmcraftxoneconnection,filmcraftxoneconnection,2024-04-11
2,2024-04-11,STRAY KIDS WHY OUT NOW,27105.0,STRAY KIDS WHY OUT NOW,stray kids why out now,stray kids why out now,stray kids why out now,stray kids why out now,5,22,False,False,False,False,False,stray kids why out now,stray kids why out now,stray kids why out now,2024-04-11
1,2024-04-11,Suarez,27091.0,Suarez,suarez,suarez,suarez,suarez,1,6,False,False,False,False,False,suarez,suarez,suarez,2024-04-11
